,Unnamed: 0,Name,Category,total_revenue2018,total_revenue2019,total_revenue2020,operating_income2018,operating_income2019,operating_income2020,net_income2018,net_income2019,net_income2020,diluted_EPS2018,diluted_EPS2019,diluted_EPS2020,EBITDA2018,EBITDA2019,EBITDA2020,total_assets2018,total_assets2019,total_assets2020,total_liability2018,total_liability2019,total_liability2020,total_equity2018,total_equity2019,total_equity2020,total_liability_shareholders2018,total_liability_shareholders2019,total_liability_shareholders2020,total_debt2018,total_debt2019,total_debt2020,book_value2018,book_value2019,book_value2020,cash_operating2018,cash_operating2019,cash_operating2020,cash_investing2018,cash_investing2019,cash_investing2020,cash_financing2018,cash_financing2019,cash_financing2020,free_cash_flow2018,free_cash_flow2019,free_cash_flow2020,price_to_earning2018,price_to_earning2019,price_to_earning2020,price_to_sales2018,price_to_sales2019,price_to_sales2020,price_to_cash_flow2018,price_to_cash_flow2019,price_to_cash_flow2020,price_to_book2018,price_to_book2019,price_to_book2020,entreprise_value2018,entreprise_value2019,entreprise_value2020,entreprise_value_EBITDA2018,entreprise_value_EBITDA2019,entreprise_value_EBITDA2020,return_asset2018,return_asset2019,return_asset2020,return_equity2018,return_equity2019,return_equity2020,return_capital2018,return_capital2019,return_capital2020,gross_margin2018,gross_margin2019,gross_margin2020,operating_margin2018,operating_margin2019,operating_margin2020,EBITDA_margin2018,EBITDA_margin2019,EBITDA_margin2020,net_margin2018,net_margin2019,net_margin2020,quick_ratio2018,quick_ratio2019,quick_ratio2020,current_ratio2018,current_ratio2019,current_ratio2020,inventory_turnover2018,inventory_turnover2019,inventory_turnover2020,asset_turnover2018,asset_turnover2019,asset_turnover2020,debt_assets2018,debt_assets2019,debt_assets2020,debt_equity2018,debt_equity2019,debt_equity2020,long_term_debt2018,long_term_debt2019,long_term_debt2020
66,66,EDSA,pharma_major,211.85K,547.83K,328.80K,5.08M,3.78M,6.40M,5.04M,3.70M,6.36M,10.54,0.74,10.54,4.89M,3.77M,6.34M,11.78M,5.72M,10.76M,493.38K,461.63K,1.65M,11.29M,5.26M,9.11M,11.78M,5.72M,10.76M,0,0,164.19K,12.7,0.7,0.69,4.62M,4.85M,4.99M,4.47M,6.42M,19.07K,8.77M,0,7.09M,5.00M,4.85M,4.99M,,,,18.83,57.27,211.25,,,,0.66,8.89,11.7,6.32M,26.34M,64.89M,,,,51.68,42.32,77.24,53.93,44.76,88.61,53.93,44.76,88.03,110.21,75.35,77.14,2.40K,689.3,1.95K,2.31K,688.14,1.93K,2.38K,675.82,1.94K,21.14,12.23,5.3,21.6,12.23,5.3,3.05,1.2,,0.02,0.06,0.04,0,0,0.02,0,0,0.02,0,0,0.01
67,67,ELDN,pharma_major,0,0,0,14.06M,14.18M,13.28M,14.06M,16.01M,22.81M,28.11,24.42,28.11,14.05M,14.00M,13.10M,17.03M,10.93M,197.19M,2.53M,1.47M,6.59M,14.49M,9.46M,190.60M,17.03M,10.93M,197.19M,0,324.00K,144.00K,27.69,13.14,12.57,11.89M,13.69M,15.03M,0,0,11.04M,7.56M,9.51M,109.40M,11.89M,13.69M,15.03M,,,,,,,,,,1.04,0.79,1.22,1.44M,1.62M,91.70M,,,,74.19,114.54,21.92,82.87,133.66,22.8,82.87,132.87,22.79,,,,,,,,,,,,,5.63,7.54,46.57,5.63,7.54,46.57,,,,0,0,0,0,0.03,0,0,0.03,0,0,0.01,0
68,68,ENTX,pharma_major,500.00K,236.00K,365.00K,10.86M,11.45M,11.19M,10.30M,10.80M,9.98M,1.3,0.89,1.3,10.81M,11.22M,10.96M,13.34M,16.70M,10.26M,3.23M,4.78M,3.60M,10.12M,11.92M,6.67M,13.34M,16.70M,10.26M,0,299.00K,432.00K,0.88,0.67,0.32,9.80M,8.92M,10.42M,4.07M,40.00K,53.00K,9.62M,12.65M,3.92M,9.86M,8.96M,10.48M,,,,48.53,110.14,54.93,,,,3.46,3.21,3.41,12.72M,11.07M,11.82M,,,,77.42,71.86,74.04,,97.98,107.44,129.56,97.44,105.37,,89.83,18.9,2.17K,4.85K,3.06K,2.16K,4.75K,3.00K,2.06K,4.57K,2.74K,6.97,3.41,2.78,6.97,3.41,2.78,,,,0.04,0.02,0.03,0,0.02,0.04,0,0.03,0.06,0,0.01,0.02
69,69,EOLS,pharma_major,0,34.92M,56.54M,35.64M,94.79M,68.70M,46.87M,90.03M,163.01M,1.92,3.19,1.92,35.63M,89.78M,61.02M,171.84M,240.44M,209.07M,87.46M,160.99M,282.03M,84.38M,79.46M,72.96M,171.84M,240.44M,209.07M,16.90M,96.55M,138.32M,3.09,2.37,2.16,25.67M,93.38M,57.14M,9.00K,23.43M,12.19M,118.84M,133.55M,37.61M,25.68M,93.73M,57.95M,,,,,9.84,2,,,,3.85,5.14,,214.13M,310.40M,144.11M,,,,28.92,43.68,72.53,1.06K,109.9,5.02K,364.09,65.22,224.08,,65.22,55.21,,271.4,121.5,,257.07,107.92,,257.79,288.31,17.88,5.97,0.69,17.88,6.23,0.71,,3.79,5.19,0,0.17,0.25,0.1,0.4,0.66,0.2,1.22,1.9,0.1,0.4,0.21
70,70,EPIX,pharma_major,0,0,0,11.03M,12.41M,23.67M,11.63M,12.76M,23.45M,2.55,1.51,2.55,11.00M,12.41M,23.56M,16.02M,54.57M,80.57M,6.87M,5.59M,1.33M,9.15M,48.98M,79.24M,16.02M,54.57M,80.57M,6.32M,3.71M,59.09K,1.58,2.36,2.47,10.78M,12.65M,17.02M,201.40K,201.40K,21.74M,21.87M,50.97M,41.81M,10.78M,12.65M,17.02M,,,,,,,,,,1.99,1.31,2.76,5.90M,23.50M,74.97M,,,,107.56,23.38,34.64,499.79,26.04,36.51,165.1,26.04,36.51,,,,,,,,,,,,,4.66,9.74,66.73,4.66,9.74,66.73,,,,0,0,0,0.39,0.07,0,0.69,0.08,0,0.22,0,0
71,71,ETNB,pharma_major,0,0,0,15.16M,26.64M,49.35M,16.18M,57.42M,49.50M,1.17,24.49,1.17,15.16M,26.62M,49.30M,11.37M,95.55M,211.07M,27.43M,5.61M,8.11M,16.06M,89.94M,202.96M,11.37M,95.55M,211.07M,24.74M,0,0,1.16,6.52,10.18,12.47M,25.46M,46.41M,39.00K,139.00K,106.83M,23.77M,107.70M,158.09M,12.51M,25.60M,46.53M,,,,,,,,,,,4.03,2.39,,31.73M,187.41M,,,,,107.41,32.29,,155.43,33.8,,118.44,33.8,,,,,,,,,,,,,2.6,17,25.91,2.6,17,25.91,,,,,0,0,2.18,0,0,1.54,0,0,2.03,0,0
72,72,ETON,pharma_major,0,959.00K,39.00K,10.32M,18.60M,27.11M,12.74M,18.32M,27.97M,5.8,1.03,5.8,10.26M,18.15M,26.46M,28.33M,17.07M,26.32M,2.02M,6.52M,10.66M,26.30M,10.55M,15.66M,28.33M,17.07M,26.32M,0,4.69M,7.14M,1.49,0.59,0.64,8.14M,18.03M,22.35M,236.00K,1.85M,50.00K,21.96M,5.20M,31.63M,8.38M,19.12M,22.40M,,,,,133.35,4.38K,,,,4.1,12.2,12.62,12.54M,120.50M,156.66M,,,,61,80.71,128.92,66.3,99.42,213.41,66.3,88.48,148.64,,52.76,2.30K,,1.94K,69.52K,,1.89K,67.85K,,1.91K,71.72K,13.59,7.45,6.18,13.59,7.65,6.51,,2.38,1.16,0,0.04,0,0,0.27,0.27,0,0.44,0.46,0,0.27,0.26
73,73,EVLO,pharma_major,0,0,0,58.10M,86.36M,91.89M,56.95M,85.47M,93.67M,2.78,2.67,2.78,56.17M,84.59M,87.88M,159.87M,90.92M,90.64M,22.92M,30.72M,60.15M,136.95M,60.20M,30.48M,159.87M,90.92M,90.64M,12.30M,19.63M,41.71M,4.3,1.87,0.64,47.28M,71.98M,70.84M,60.13M,51.97M,1.31M,162.01M,4.99M,63.25M,52.74M,75.01M,72.17M,,,,,,,,,,3.02,2.17,18.83,148.93M,71.85M,450.16M,,,,55.92,68.16,103.18,68.64,86.71,206.58,60.52,74.62,126.81,,,,,,,,,,,,,16.42,8.31,3.16,16.42,8.31,3.16,,,,0,0,0,0.08,0.22,0.46,0.09,0.33,1.37,0.08,0.22,0.41
74,74,EVO,pharma_major,442.88M,499.67M,571.04M,17.90M,5.65M,23.63M,99.30M,42.61M,7.13M,1.32,0.56,1.32,54.82M,60.28M,40.28M,897.84M,1.38B,1.84B,412.14M,844.39M,953.92M,485.70M,535.47M,884.44M,897.84M,1.38B,1.84B,130.85M,519.83M,601.94M,6.51,7.11,10.81,184.32M,47.25M,50.98M,46.16M,96.96M,176.80M,91.74M,236.46M,280.90M,151.45M,12.19M,61.96M,7.39,22.58,197.92,1.69,1.95,2.49,4.05,20.6,27.88,1.53,1.81,1.7,707.32M,1.13B,1.43B,12.9,18.81,35.59,11.56,3.74,0.44,22.52,8.35,1,20.4,5.39,0.57,29.84,29.77,73.02,4.04,1.13,4.14,12.38,12.06,7.05,22.42,8.53,1.25,1.24,2.56,3.1,1.27,2.62,3.16,35.93,37.87,10.74,0.52,0.44,0.35,0.15,0.38,0.33,0.27,0.97,0.68,0.07,0.36,0.31
75,75,EYEN,pharma_major,0,0,2.00M,17.26M,21.31M,19.79M,17.25M,21.16M,19.77M,1.82,1.47,1.82,17.24M,21.29M,19.69M,20.02M,14.70M,33.91M,3.14M,2.96M,18.60M,16.88M,11.74M,15.30M,20.02M,14.70M,33.91M,0,0,463.35K,1.47,0.69,0.61,13.11M,18.92M,6.38M,27.91K,166.64K,261.26K,27.62M,13.51M,20.86M,13.14M,19.09M,6.65M,,,,,,63.8,,,,1.94,6.53,9.89,7.28M,50.13M,99.68M,,,,134.48,121.89,81.35,157.09,147.87,146.2,157.09,147.87,144.25,,,55.23,,,989.46,,,984.69,,,988.49,6.41,4.93,1.75,6.41,4.93,1.75,,,,0,0,0.08,0,0,0.01,0,0,0.03,0,0,0.01
76,76,EYPT,pharma_major,5.86M,20.36M,34.44M,49.12M,47.86M,37.29M,89.44M,56.79M,45.39M,10.5,5.44,10.5,46.47M,45.26M,34.64M,78.17M,72.97M,91.72M,40.53M,64.64M,73.18M,37.63M,8.33M,18.54M,78.17M,72.97M,91.72M,17.62M,50.60M,41.06M,3.95,0.76,1.02,22.59M,56.70M,14.44M,132.00K,213.00K,362.00K,29.20M,33.86M,37.49M,22.72M,56.91M,14.80M,,,,27.45,7.94,2.45,,,,4.79,20.36,6.44,133.12M,190.06M,80.62M,,,,184.71,75.15,55.13,350.96,247.12,337.87,260.8,99.9,77.35,,74.73,75.94,838.76,235.02,108.28,793.48,222.23,100.59,1.53K,278.88,131.82,2.21,3.44,3.88,2.22,3.62,4.24,,4.26,2.22,0.12,0.27,0.42,0.23,0.69,0.45,0.47,6.07,2.21,0.23,0.69,0.44
77,77,FMTX,pharma_major,164.09M,100.56M,0,4.41M,56.26M,145.25M,5.00M,34.79M,70.41M,0,1.28,0,881.00K,53.59M,143.97M,263.24M,183.03M,680.97M,245.66M,26.66M,32.73M,17.58M,156.38M,648.24M,263.24M,183.03M,680.97M,0,0,0,1.32,0.43,13.72,132.83M,34.49M,95.42M,99.09M,69.42M,345.82M,0,54.80M,552.60M,136.22M,35.02M,95.67M,,,,,,,,,,,,2.54,,,1.02B,,,,,15.59,16.3,,40,17.5,,40,17.5,,,,2.69,55.95,,0.54,53.3,,3.05,34.6,,1.09,7.13,20.65,1.09,7.13,20.65,,,,,0.45,0,0,0,0,0,0,0,0,0,0
78,78,FSTX,pharma_major,0,28.32M,11.26M,28.15M,18.34M,22.39M,22.85M,23.01M,25.62M,7.52,14.89,7.52,27.86M,17.50M,21.24M,68.81M,38.48M,63.61M,12.95M,29.94M,20.61M,55.86M,8.54M,42.99M,68.81M,38.48M,63.61M,0,15.57M,3.16M,13.6,2.07,4.72,25.24M,21.73M,15.57M,25.10M,5.37M,14.05M,41.17M,12.88M,15.20M,27.22M,21.73M,15.57M,,,,,0.34,2.32,,,,3.06,3.06,2.09,104.25M,20.43M,10.72M,,,,37.73,59.81,40.41,50.45,269.6,65.25,50.45,267.97,49.71,,,,,64.78,198.87,,61.8,188.71,,81.26,227.6,11.61,0.64,1.54,11.61,0.64,1.54,,,,0,0.74,0.18,0,0.4,0.05,0,1.82,0.07,0,0,0.04
79,79,FULC,pharma_major,0,0,8.82M,33.50M,58.63M,71.61M,32.59M,82.68M,70.82M,1.68,8.13,1.68,32.15M,56.57M,69.23M,85.77M,110.44M,129.58M,149.44M,23.29M,34.40M,63.67M,87.15M,95.18M,85.77M,110.44M,129.58M,139.79M,71.00K,17.00K,2.73,3.85,3.41,22.56M,39.48M,53.66M,8.98M,944.00K,57.14M,105.03M,64.34M,71.13M,31.54M,40.34M,55.00M,,,,,,33.65,,,,,4.33,3.44,,87.16M,184.00M,,,,72.33,84.27,59.01,,704.14,77.68,84.21,101.29,77.67,,,,,,811.64,,,784.68,,,802.66,17.52,8.24,4.47,17.52,8.24,4.47,,,,0,0,0.07,1.63,0,0,2.2,0,0,1.63,0,0
80,80,FUSN,pharma_major,0,0,0,10.10M,18.22M,37.94M,11.65M,16.19M,78.33M,0.07,0.1,0.07,9.98M,17.93M,37.45M,31.39M,69.40M,310.68M,1.77M,10.34M,16.16M,29.62M,59.06M,294.51M,31.39M,69.40M,310.68M,0,5.74M,0,0.12,0.22,7.06,9.87M,13.69M,29.77M,1.12M,456.00K,210.45M,18.37M,52.19M,265.51M,10.99M,14.15M,30.89M,,,,,,,,,,,,1.66,,,36.07M,,,,,32.12,41.22,,61.6,47.1,,55.54,46.3,,,,,,,,,,,,,18.91,15.58,19.24,18.91,15.58,19.24,,,,,0,0,0,0.08,0,0,0.1,0,0,0.08,0
81,81,GBIO,pharma_major,36.00K,0,0,37.29M,62.30M,81.11M,35.80M,61.32M,80.52M,0.77,1.33,0.77,36.95M,60.44M,77.68M,83.52M,42.14M,294.15M,9.52M,25.14M,26.14M,74.00M,17.00M,268.01M,83.52M,42.14M,294.15M,0,0,0,0.9,2.13,5.79,28.12M,40.35M,70.14M,69.76M,47.98M,205.20M,100.19M,78.00K,323.10M,31.14M,60.33M,75.66M,,,,,,,,,,,,4.9,,,510.39M,,,,,97.59,47.89,,134.76,56.5,,134.76,56.5,,,,103.59K,,,102.63K,,,99.45K,,,11.74,1.98,23.86,11.74,1.98,23.86,,,,,0,0,0,0,0,0,0,0,0,0,0
82,82,GLTO,pharma_major,0,0,0,12.91M,38.97M,33.64M,15.87M,36.51M,34.84M,0.75,1.65,0.75,12.91M,38.86M,33.45M,35.10M,56.61M,171.60M,4.44M,8.14M,6.11M,30.66M,48.47M,165.49M,35.10M,56.61M,171.60M,0,298.00K,915.00K,1.33,2.8,6.55,13.69M,19.20M,37.99M,0,326.00K,0,42.87M,0,187.39M,13.69M,19.20M,37.99M,,,,,,,,,,,,1.91,,,153.36M,,,,,79.61,30.53,,92.27,32.56,,92.02,32.45,,,,,,,,,,,,,7.87,7.07,30.42,7.87,7.07,30.42,,,,,0,0,0,0.01,0.01,0,0.01,0.01,0,0,0
83,83,GMDA,pharma_major,0,0,0,33.64M,49.33M,62.80M,52.93M,34.35M,72.70M,10.53,1.69,10.53,33.38M,47.19M,60.41M,65.16M,68.78M,155.48M,30.94M,21.49M,39.74M,24.69M,34.98M,98.74M,65.16M,68.78M,155.48M,0,5.97M,7.91M,0.99,1.04,1.67,26.43M,37.93M,48.63M,2.60M,3.67M,1.75M,48.09M,35.73M,132.38M,28.07M,40.98M,60.43M,,,,,,,,,,10.04,4.14,5.01,10.89M,77.94M,247.45M,,,,96.16,51.29,64.84,222.2,115.14,108.74,222.2,107.73,101.54,,,,,,,,,,,,,9.28,4.98,6.03,9.28,4.98,6.03,,,,0,0,0,0,0.09,0.05,0,0.17,0.08,0,0.06,0.03
84,84,GNPX,pharma_major,0,0,0,12.36M,10.68M,17.96M,12.37M,10.65M,17.94M,0.9,0.66,0.9,12.36M,10.67M,17.94M,9.27M,3.53M,31.37M,387.82K,510.68K,450.72K,8.88M,3.02M,30.92M,9.27M,3.53M,31.37M,0,0,0,0.58,0.16,0.72,6.83M,6.92M,13.94M,103.32K,946.90K,2.34M,15.39M,1.27M,41.59M,6.85M,6.95M,13.95M,,,,,,,,,,1.89,2.04,5.79,6.55M,3.13M,120.10M,,,,,166.44,102.82,,179,105.73,,179,105.73,,,,,,,,,,,,,22.81,4.26,61.47,22.81,5.83,68.15,,0.03,0.01,,0,0,0,0,0,0,0,0,0,0,0
85,85,GOSS,pharma_major,0,0,0,99.33M,182.54M,210.58M,146.97M,180.31M,243.36M,2.23,3.29,2.23,99.04M,179.45M,206.31M,239.42M,426.60M,539.43M,21.12M,74.12M,218.75M,218.30M,352.49M,320.68M,239.42M,426.60M,539.43M,0,39.55M,183.73M,1.82,5.72,4.34,51.04M,142.73M,173.51M,144.71M,147.14M,215.34M,300.86M,319.47M,309.69M,54.53M,145.69M,175.01M,,,,,,,,,,,2.73,2.23,,493.31M,333.03M,,,,122.54,54.14,50.38,139.02,63.18,72.3,135.16,59.31,54.66,,,,,,,,,,,,,11.37,11.09,13.51,11.37,11.09,13.51,,,,0,0,0,0,0.09,0.34,0,0.11,0.57,0,0.09,0.33
86,86,GRAY,pharma_major,0,0,0,28.57M,37.50M,29.83M,28.38M,37.04M,27.53M,1.62,2.19,1.62,28.39M,37.20M,29.44M,17.81M,40.66M,101.79M,84.61M,143.61M,7.01M,66.79M,102.95M,94.79M,17.81M,40.66M,101.79M,78.81M,131.36M,0,3.32,5.11,4.52,28.22M,31.21M,32.06M,1.46M,20.62M,42.56M,42.02M,54.87M,92.17M,29.68M,31.82M,33.09M,,,,,,,,,,,,6.42,,,513.78M,,,,,126.68,38.65,,,,,183.22,44.69,,,,,,,,,,,,,2.32,2.96,14.18,2.32,2.96,14.18,,,,,0,0,4.42,3.23,0,1.18,1.28,0,4.42,3.23,0
87,87,GRFS,pharma_major,5.29B,5.71B,6.09B,1.17B,1.26B,1.11B,703.89M,699.69M,705.13M,1.03,1.02,1.03,1.44B,1.59B,1.48B,14.26B,17.45B,18.69B,8.88B,9.75B,10.45B,5.37B,7.68B,8.22B,14.26B,17.45B,18.69B,7.18B,7.98B,8.46B,7.06,7.91,9.13,873.59M,641.78M,1.28B,922.41M,614.25M,978.23M,176.31M,376.97M,415.58M,599.91M,294.38M,957.96M,17.86,22.8,17.9,2.37,2.8,2.07,14.39,24.86,9.88,2.6,2.94,2.02,19.11B,23.44B,22.34B,13.25,14.7,15.11,5.14,4.41,3.9,15.32,13.66,12.09,6.09,5.66,5.16,43.85,43.77,39.92,22.16,22.01,18.26,27.25,27.95,24.29,13.3,12.26,11.58,1.22,2.21,0.87,2.77,3.92,2.37,1.42,1.32,1.44,0.39,0.36,0.34,0.5,0.46,0.45,1.34,1.04,1.03,0.48,0.44,0.43
88,88,GRTS,pharma_major,1.19M,4.37M,4.04M,65.58M,97.94M,106.02M,64.78M,94.43M,105.31M,7.26,2.81,7.26,61.62M,93.19M,99.37M,189.56M,184.39M,221.57M,40.44M,50.05M,54.83M,149.12M,134.34M,166.74M,189.56M,184.39M,221.57M,10.49M,23.49M,25.10M,5.17,3.7,3.51,38.16M,85.06M,85.30M,59.10M,15.84M,65.95M,110.44M,74.45M,132.00M,43.83M,101.24M,88.82M,,,,116.09,68.95,36.88,,,,2.99,2.43,1.12,4.82M,196.70M,2.94M,,,,42.22,50.51,51.88,52.58,66.63,69.96,48.45,59.97,61.71,,,,5.53K,2.24K,2.63K,5.19K,2.14K,2.46K,5.46K,2.16K,2.61K,10.43,6.73,6.5,10.43,6.73,6.5,,,,0.01,0.02,0.02,0.06,0.13,0.11,0.07,0.17,0.15,0.06,0.11,0.09
89,89,GRTX,pharma_major,0,0,0,24.25M,50.69M,70.55M,23.68M,51.93M,74.22M,1.18,2.38,1.18,24.13M,50.42M,70.19M,88.06M,123.38M,84.10M,26.97M,53.77M,77.98M,61.08M,69.61M,6.12M,88.06M,123.38M,84.10M,20.22M,44.08M,63.90M,4.17,2.81,0.24,22.17M,46.66M,59.54M,59.04M,27.82M,36.55M,89.84M,78.03M,20.51M,22.51M,47.29M,59.99M,,,,,,,,,,,4.69,41.76,,258.31M,245.54M,,,,44.28,49.12,71.54,63.03,79.47,196.02,49.66,53.34,81.03,,,,,,,,,,,,,13.01,12.13,5.58,13.01,12.13,5.58,,,,0,0,0,0.23,0.36,0.76,0.33,0.63,10.45,0.23,0.35,0.76
90,90,GSK,pharma_major,41.10B,43.06B,43.73B,10.67B,9.93B,10.49B,4.83B,5.93B,7.37B,1.94,2.36,1.94,13.14B,12.91B,13.51B,73.95B,105.57B,109.95B,69.28B,81.25B,81.50B,4.68B,24.32B,28.44B,73.95B,105.57B,109.95B,33.20B,40.42B,37.11B,2.26,6.1,8.01,10.36B,9.20B,9.81B,14.62B,6.95B,2.69B,4.90B,1.20B,11.89B,8.56B,7.59B,8.23B,19.43,19.61,12.42,2.31,2.74,2.12,9.17,12.81,9.45,16.94,7.7,4.6,122.25B,161.14B,129.61B,9.3,12.48,9.59,6.43,6.6,6.84,176.93,57.36,42.07,19.1,15.25,15,67.89,67.8,67.81,25.95,23.06,24,31.97,29.97,30.89,11.75,13.76,16.86,0.51,0.56,0.64,0.75,0.81,0.91,1.82,1.87,1.75,0.55,0.48,0.41,0.45,0.38,0.34,7.1,1.66,1.3,0.35,0.3,0.29
91,91,GTHX,pharma_major,0,0,45.28M,89.29M,129.04M,96.48M,85.29M,122.45M,99.25M,2.56,3.27,2.56,89.11M,128.69M,95.89M,371.27M,284.83M,228.55M,12.45M,29.30M,51.20M,358.82M,255.53M,177.35M,371.27M,284.83M,228.55M,0,10.22M,28.75M,9.63,6.79,4.65,74.31M,99.57M,83.74M,709.00K,2.72M,152.00K,340.49M,2.71M,21.69M,75.02M,102.29M,83.74M,,,,,,15.05,,,,1.99,3.89,3.87,268.73M,732.05M,502.80M,,,,35.8,37.33,38.67,37.72,39.86,45.86,37.72,39.25,42.22,,,,,,213.04,,,211.76,,,219.18,29.94,13.71,9.23,29.94,13.71,9.23,,,,0,0,0.18,0,0.04,0.13,0,0.04,0.16,0,0.03,0.12
92,92,HCM,pharma_major,214.11M,204.89M,227.98M,94.06M,152.52M,198.28M,74.81M,106.02M,125.73M,0.56,0.8,0.56,90.47M,147.58M,192.21M,532.12M,465.12M,724.12M,119.86M,152.22M,205.17M,412.25M,312.90M,518.95M,532.12M,465.12M,724.12M,27.75M,33.45M,36.11M,2.92,2.16,3.33,26.26M,80.75M,64.36M,43.75M,119.03M,125.44M,14.82M,1.66M,298.73M,32.62M,89.31M,72.31M,,,,14.33,16.29,19.61,,,,7.91,11.61,9.63,2.82B,3.18B,4.11B,,,,13.24,21.26,21.14,17.59,31.32,32.57,17.03,28.88,30.12,32.77,21.84,17.31,43.93,74.44,86.97,42.26,72.03,84.31,34.94,51.75,55.15,4.19,2.66,3.22,4.33,2.8,3.34,11.95,11.23,10.48,0.38,0.41,0.38,0.05,0.07,0.05,0.07,0.11,0.07,0.05,0.06,0.05
93,93,HOOK,pharma_major,7.63M,11.94M,19.58M,21.18M,51.09M,53.28M,16.24M,43.04M,44.08M,,2.41,,20.54M,48.02M,49.13M,68.25M,143.75M,187.82M,23.85M,25.85M,31.69M,44.40M,117.90M,156.12M,68.25M,143.75M,187.82M,4.39M,12.35M,10.77M,2.8,4.61,5.24,15.00M,39.34M,37.51M,2.15M,2.00M,2.37M,6.87M,107.36M,71.59M,17.15M,41.33M,39.88M,,,,,18.29,14.75,,,,,2.65,2.11,,117.63M,156.80M,,,,22.87,40.6,26.59,30.49,53.03,32.17,28.33,48.95,30.22,,,,277.62,427.78,272.08,269.24,402.09,250.89,212.83,360.38,225.09,4.24,8.68,8.11,4.24,8.68,8.11,,,,0.11,0.11,0.12,0.06,0.09,0.06,0.1,0.1,0.07,0.06,0.06,0.05
94,94,HOTH,pharma_major,0,0,0,2.50M,7.71M,7.30M,2.50M,7.70M,7.20M,0.26,0.84,0.26,2.49M,7.71M,7.30M,503.92K,2.84M,5.24M,348.95K,440.12K,597.15K,154.97K,2.40M,4.65M,503.92K,2.84M,5.24M,0,0,0,0.02,0.24,0.35,2.10M,4.95M,6.13M,0,895.00K,1.84M,1.15M,7.45M,8.73M,2.10M,4.95M,6.13M,,,,,,,,,,,26.14,6.86,,54.23M,24.61M,,,,287.2,461.35,178.19,372.62,604.05,204.44,372.62,604.05,204.44,,,,,,,,,,,,,0.85,5.92,15.32,0.85,5.92,15.32,,,,0,0,0,0,0,0,0,0,0,0,0,0
95,95,HRMY,pharma_major,0,6.00M,159.74M,41.44M,145.90M,16.99M,39.90M,151.98M,36.94M,1.1,2.94,1.1,41.26M,142.69M,27.22M,89.28M,106.70M,427.07M,331.95M,529.57M,329.89M,242.67M,422.86M,97.18M,89.28M,106.70M,427.07M,324.20M,509.22M,194.25M,3.81,6.64,1.71,38.80M,75.44M,2.98M,1.34M,127.15M,2.00M,21.61M,143.77M,209.16M,40.14M,75.58M,2.99M,,,,,,12.87,,,,,,21.16,,,2.02B,,,74.28,,155.09,13.84,,,,,181.04,19.56,,20.15,82.64,,2.43K,10.63,,2.38K,17.04,,2.54K,23.13,11.99,1.53,1.93,11.99,1.58,1.95,,8.8,11.3,,0.06,0.6,3.63,4.77,0.45,1.34,1.2,2,3.63,4.77,0.45
96,96,HROW,pharma_major,41.37M,51.16M,48.87M,5.22M,275.00K,89.00K,14.63M,168.00K,3.36M,0.61,0.01,0.61,3.37M,2.39M,2.83M,49.45M,59.09M,57.47M,24.70M,31.67M,30.65M,24.75M,27.42M,26.83M,49.45M,59.09M,57.47M,15.25M,20.99M,23.53M,1.02,1.09,1.06,687.00K,950.00K,1.10M,2.20M,1.83M,981.00K,4.13M,1.01M,1.43M,1.08M,887.00K,1.96M,9.26,1.22K,,3.27,4.02,3.63,197.22,216.74,,5.6,7.17,6.5,122.48M,196.46M,168.06M,,79.35,56.79,39.87,0.28,5.76,106.88,0.61,12.23,54.07,0.36,7.26,60.07,67.26,70.41,12.61,0.54,0.18,8.16,4.67,5.79,35.35,0.33,6.87,2.61,2.67,3.35,2.76,2.93,3.72,8.09,5.07,3.98,1.13,0.87,0.84,0.31,0.36,0.41,0.62,0.77,0.88,0.24,0.31,0.33
97,97,IBRX,pharma_major,47.00K,43.00K,111.00K,98.39M,66.91M,91.63M,96.23M,65.79M,92.38M,1.22,0.7,1.22,88.83M,55.29M,79.05M,181.95M,146.36M,155.60M,35.94M,25.68M,38.20M,146.01M,120.68M,117.39M,181.95M,146.36M,155.60M,6.91M,14.85M,16.73M,1.85,1.23,1.08,63.38M,59.09M,66.51M,57.10M,21.46M,20.59M,771.00K,36.32M,83.03M,76.48M,63.27M,69.15M,,,,1.95K,8.30K,12.44K,,,,0.63,3.09,12.35,24.55M,320.25M,1.33B,,,,44.51,40.08,61.19,52.75,49.34,77.61,50.99,46.41,71.4,,,,209.34K,155.60K,82.55K,189.01K,128.58K,71.22K,204.74K,153.00K,83.23K,3.26,4.82,3.06,3.26,4.82,3.06,,,,0,0,0,0.04,0.1,0.11,0.05,0.12,0.14,0.03,0.07,0.06
98,98,IDYA,pharma_major,0,0,19.54M,36.42M,44.27M,35.34M,34.35M,41.98M,34.49M,1.7,3.36,1.7,35.53M,43.03M,33.96M,96.54M,113.00M,298.27M,7.10M,12.60M,100.00M,89.44M,100.40M,198.27M,96.54M,113.00M,298.27M,0,6.77M,6.72M,2.42,4.94,6.71,27.62M,38.06M,55.51M,63.18M,2.27M,146.24M,105.38M,49.36M,128.70M,29.33M,39.42M,55.02M,,,,,,17.71,,,6.23,,1.52,2.09,,1.54M,69.24M,,,,60.25,40.06,16.77,68.84,44.22,23.1,66.69,42.95,22.29,,,,,,180.9,,,173.83,,,176.55,16.75,14.65,7.47,16.75,14.65,7.47,,,,0,0,0.1,0,0.06,0.02,0,0.07,0.03,0,0.05,0.02
